,ID,PF
6537,Q15067,PF14749
6538,Q15067,PF01756
6539,Q15070,PF02096
6540,Q15072,PF00096
6541,Q15077,PF00001
6542,Q15078,PF03261
6543,Q15080,PF00787
6544,Q15080,PF00564
6545,Q15080,PF00018
6546,Q15084,PF00085
6547,Q15102,PF13472
6548,Q15109,PF00047
6549,Q15109,PF08205
6550,Q15109,PF13895
6551,Q15113,PF00431
6552,Q15113,PF01759
6553,Q15116,PF07686
6554,Q15118,PF02518
6555,Q15118,PF10436
6556,Q15119,PF02518
6557,Q15119,PF10436
6558,Q15120,PF02518
6559,Q15120,PF10436
6560,Q15121,PF01335
6561,Q15124,PF02880
6562,Q15124,PF02879
6563,Q15124,PF02878
6564,Q15125,PF05241
6565,Q15126,PF04275
6566,Q15165,PF01731
6567,Q15166,PF01731
6568,Q15170,PF04538
6569,Q15172,PF01603
6570,Q15173,PF01603
6571,Q15181,PF00719
6572,Q15185,PF04969
6573,Q15208,PF00433
6574,Q15208,PF00069
6575,Q15223,PF13895
6576,Q15223,PF08205
6577,Q15223,PF07686
6578,Q15233,PF00076
6579,Q15233,PF08075
6580,Q15256,PF00102
6581,Q15257,PF03095
6582,Q15274,PF01729
6583,Q15274,PF02749
6584,Q15286,PF00071
6585,Q15287,PF00076
6586,Q15291,PF00400
6587,Q15293,PF13202
6588,Q15306,PF00605
6589,Q15306,PF10401
6590,Q15311,PF00620
6591,Q15319,PF00157
6592,Q15319,PF00046
6593,Q15323,PF00038
6594,Q15326,PF00439
6595,Q15326,PF00855
6596,Q15327,PF12796
6597,Q15329,PF02319
6598,Q15329,PF16421
6599,Q15363,PF01105
6600,Q15365,PF00013
6601,Q15366,PF00013
6602,Q15369,PF03931
6603,Q15370,PF00240
6604,Q15382,PF00071
6605,Q15388,PF02064
6606,Q15389,PF00147
6607,Q15390,PF05308
6608,Q15391,PF00001
6609,Q15392,PF01565
6610,Q15397,PF08144
6611,Q15404,PF13855
6612,Q15406,PF00105
6613,Q15406,PF00104
6614,Q15417,PF00307
6615,Q15417,PF00402
6616,Q15427,PF00076
6617,Q15428,PF16835
6618,Q15428,PF12874
6619,Q15435,PF14580
6620,Q15438,PF01369
6621,Q15438,PF00169
6622,Q15464,PF00017
6623,Q15465,PF01085
6624,Q15465,PF01079
6625,Q15466,PF00104
6626,Q15475,PF16878
6627,Q15475,PF00046
6628,Q15485,PF00147
6629,Q15485,PF01391
6630,Q15493,PF08450
6631,Q15506,PF02197
6632,Q15506,PF00612
6633,Q15526,PF02104
6634,Q15527,PF05477
6635,Q15528,PF06179
6636,Q15532,PF05030
6637,Q15543,PF02269
6638,Q15544,PF04719
6639,Q15545,PF04658
6640,Q15546,PF03006
6641,Q15554,PF16772
6642,Q15554,PF08558
6643,Q15554,PF00249
6644,Q15555,PF00307
6645,Q15555,PF03271
6646,Q15560,PF08711
6647,Q15560,PF07500
6648,Q15560,PF01096
6649,Q15561,PF17725
6650,Q15561,PF01285
6651,Q15562,PF17725
6652,Q15562,PF01285
6653,Q15569,PF07714
6654,Q15573,PF14929
6655,Q15582,PF02469
6656,Q15583,PF05920
6657,Q15599,PF09007
6658,Q15599,PF00595
6659,Q155Q3,PF00307
6660,Q155Q3,PF00778
6661,Q15612,PF13853
6662,Q15615,PF13853
6663,Q15617,PF13853
6664,Q15619,PF13853
6665,Q15620,PF13853
6666,Q15622,PF13853
6667,Q15628,PF00531
6668,Q15628,PF09034
6669,Q15629,PF03798
6670,Q15629,PF08390
6671,Q15631,PF01997
6672,Q15633,PF00035
6673,Q15637,PF16275
6674,Q15637,PF00098
6675,Q15637,PF00013
6676,Q15642,PF00611
6677,Q15642,PF00018
6678,Q15645,PF00004
6679,Q15646,PF00240
6680,Q15646,PF10421
6681,Q15650,PF04266
6682,Q15650,PF06221
6683,Q15651,PF01101
6684,Q15653,PF13637
6685,Q15653,PF00023
6686,Q15654,PF00412
6687,Q15661,PF00089
6688,Q15669,PF00071
6689,Q15672,PF00010
6690,Q15691,PF00307
6691,Q15691,PF03271
6692,Q15696,PF00076
6693,Q15696,PF00642
6694,Q15697,PF02023
6695,Q15697,PF00096
6696,Q15699,PF03826
6697,Q15699,PF00046
6698,Q15717,PF00076
6699,Q15722,PF00001
6700,Q15723,PF12310
6701,Q15723,PF00178
6702,Q15726,PF15152
6703,Q15738,PF01073
6704,Q15743,PF00001
6705,Q15744,PF07716
6706,Q15750,PF00481
6707,Q15758,PF00375
6708,Q15759,PF00069
6709,Q15760,PF00001
6710,Q15761,PF00001
6711,Q15762,PF07686
6712,Q15768,PF00812
6713,Q15771,PF00071
6714,Q15773,PF10248
6715,Q15782,PF00704
6716,Q15785,PF00515
6717,Q15796,PF03166
6718,Q15796,PF03165
6719,Q15797,PF03166
6720,Q15797,PF03165
6721,Q15800,PF04116
6722,Q15813,PF14560
6723,Q15813,PF01302
6724,Q15814,PF16752
6725,Q15814,PF07986
6726,Q15819,PF00179
6727,Q15822,PF02931
6728,Q15822,PF02932
6729,Q15825,PF02931
6730,Q15825,PF02932
6731,Q15828,PF00031
6732,Q15831,PF00069
6733,Q15833,PF00995
6734,Q15834,PF10226
6735,Q15835,PF00069
6736,Q15835,PF00615
6737,Q15836,PF00957
6738,Q15842,PF17655
6739,Q15842,PF01007
6740,Q15843,PF00240
6741,Q15848,PF00386
6742,Q15848,PF01391
6743,Q15853,PF00010
6744,Q15904,PF05827
6745,Q15906,PF08265
6746,Q15906,PF05764
6747,Q15907,PF00071
6748,Q15915,PF00096
6749,Q15915,PF18366
6750,Q15916,PF12874
6751,Q15916,PF00651
6752,Q15916,PF00096
6753,Q15942,PF00412
6754,Q16082,PF00011
6755,Q16082,PF00525
6756,Q16134,PF05187
6757,Q16134,PF01946
6758,Q16143,PF01387
6759,Q16181,PF00735
6760,Q16186,PF04683
6761,Q16186,PF16550
6762,Q16204,PF09755
6763,Q16206,PF00076
6764,Q16222,PF01704
6765,Q16236,PF03131
6766,Q16254,PF02319
6767,Q16254,PF16421
6768,Q16270,PF07648
6769,Q16270,PF00219
6770,Q16270,PF07679
6771,Q16280,PF00027
6772,Q16280,PF16526
6773,Q16280,PF00520
6774,Q16281,PF00027
6775,Q16281,PF16526
6776,Q16281,PF00520
6777,Q16322,PF00520
6778,Q16322,PF02214
6779,Q16342,PF04194
6780,Q16342,PF01753
6781,Q16352,PF00038
6782,Q16352,PF04732
6783,Q16378,PF15240
6784,Q16384,PF09514
6785,Q16385,PF01352
6786,Q16385,PF09514
6787,Q16401,PF10508
6788,Q16445,PF02931
6789,Q16445,PF02932
6790,Q16473,PF00041
6791,Q16514,PF03847
6792,Q16515,PF00858
6793,Q16518,PF03055
6794,Q16527,PF00412
6795,Q16533,PF09808
6796,Q16534,PF07716
6797,Q16537,PF01603
6798,Q16539,PF00069
6799,Q16540,PF00276
6800,Q16543,PF03234
6801,Q16543,PF08564
6802,Q16543,PF08565
6803,Q16552,PF06083
6804,Q16553,PF00021
6805,Q16555,PF01979
6806,Q16558,PF03185
6807,Q16560,PF00076
6808,Q16563,PF01284
6809,Q16566,PF00069
6810,Q16568,PF06373
6811,Q16572,PF07690
6812,Q16576,PF00400
6813,Q16576,PF12265
6814,Q16581,PF00001
6815,Q16585,PF04790
6816,Q16586,PF05510
6817,Q16587,PF01352
6818,Q16587,PF00096
6819,Q16594,PF02291
6820,Q16595,PF01491
6821,Q16602,PF00002
6822,Q16602,PF02793
6823,Q16610,PF05782
6824,Q16611,PF00452
6825,Q16613,PF00583
6826,Q16617,PF00822
6827,Q16621,PF03131
6828,Q16623,PF05739
6829,Q16623,PF00804
6830,Q16625,PF07303
6831,Q16625,PF01284
6832,Q16627,PF00048
6833,Q16629,PF00076
6834,Q16630,PF00076
6835,Q16635,PF01553
6836,Q16637,PF06003
6837,Q16643,PF00241
6838,Q16644,PF00069
6839,Q16647,PF00067
6840,Q16649,PF06529
6841,Q16649,PF07716
6842,Q16651,PF00089
6843,Q16654,PF02518
6844,Q16654,PF10436
6845,Q16655,PF14991
6846,Q16656,PF10492
6847,Q16656,PF10491
6848,Q16658,PF06268
6849,Q16661,PF02058
6850,Q16663,PF00048
6851,Q16667,PF05706
6852,Q16670,PF02023
6853,Q16670,PF00096
6854,Q16674,PF07653
6855,Q16676,PF00250
6856,Q16678,PF00067
6857,Q16690,PF00782
6858,Q16690,PF00581
6859,Q16695,PF00125
6860,Q16696,PF00067
6861,Q16698,PF13561
6862,Q16718,PF04716
6863,Q16719,PF00266
6864,Q16739,PF13506
6865,Q16740,PF00574
6866,Q16762,PF00581
6867,Q16763,PF00179
6868,Q16769,PF04389
6869,Q16772,PF02798
6870,Q16772,PF14497
6871,Q16773,PF00155
6872,Q16774,PF00625
6873,Q16775,PF16123
6874,Q16775,PF00753
6875,Q16777,PF16211
6876,Q16777,PF00125
6877,Q16778,PF00125
6878,Q16790,PF00194
6879,Q16795,PF01370
6880,Q16798,PF00390
6881,Q16798,PF03949
6882,Q16816,PF00069
6883,Q16822,PF00821
6884,Q16822,PF17297
6885,Q16828,PF00782
6886,Q16828,PF00581
6887,Q16829,PF00782
6888,Q16829,PF00581
6889,Q16831,PF01048
6890,Q16836,PF02737
6891,Q16836,PF00725
6892,Q16842,PF00777
6893,Q16850,PF00067
6894,Q16851,PF01704
6895,Q16854,PF01712
6896,Q16864,PF01990
6897,Q16873,PF01124
6898,Q16875,PF01591
6899,Q16875,PF00300
6900,Q16877,PF01591
6901,Q16877,PF00300
6902,Q16878,PF05995
6903,Q16880,PF00201
6904,Q16881,PF02852
6905,Q16881,PF07992
6906,Q16881,PF00462
6907,Q16890,PF04201
6908,Q17RP2,PF04218
6909,Q17RP2,PF03221
6910,Q17RP2,PF03184
6911,Q19AV6,PF04434
6912,Q19T08,PF15820
6913,Q1EHB4,PF00474
6914,Q1L6U9,PF05825
6915,Q1W6H9,PF14161
6916,Q1W6H9,PF14160
6917,Q1ZYL8,PF15005
6918,Q1ZZU3,PF07061
6919,Q29718,PF07654
6920,Q29718,PF00129
6921,Q29718,PF06623
6922,Q29836,PF07654
6923,Q29836,PF00129
6924,Q29836,PF06623
6925,Q29865,PF07654
6926,Q29865,PF00129
6927,Q29865,PF06623
6928,Q29940,PF07654
6929,Q29940,PF00129
6930,Q29940,PF06623
6931,Q29960,PF07654
6932,Q29960,PF00129
6933,Q29960,PF06623
6934,Q29963,PF07654
6935,Q29963,PF00129
6936,Q29963,PF06623
6937,Q29974,PF00969
6938,Q29974,PF07654
6939,Q29983,PF00129
6940,Q29983,PF07654
6941,Q2I0M4,PF13855
6942,Q2M2I5,PF00038
6943,Q2M3M2,PF00474
6944,Q2M3R5,PF00892
6945,Q2MV58,PF07773
6946,Q2PZI1,PF10034
6947,Q2QL34,PF04117
6948,Q2T9J0,PF13365
6949,Q2TAA2,PF13472
6950,Q2TAA5,PF00534
6951,Q2TAA5,PF15924
6952,Q2VPA4,PF00084
6953,Q2VPK5,PF10288
6954,Q2WEN9,PF13895
6955,Q2WEN9,PF07686
6956,Q30134,PF00969
6957,Q30134,PF07654
6958,Q30154,PF00969
6959,Q30154,PF07654
6960,Q30167,PF00969
6961,Q30167,PF07654
6962,Q30201,PF00129
6963,Q30201,PF07654
6964,Q31610,PF07654
6965,Q31610,PF00129
6966,Q31610,PF06623
6967,Q31612,PF07654
6968,Q31612,PF00129
6969,Q31612,PF06623
6970,Q32P41,PF02475
6971,Q330K2,PF00494
6972,Q3B820,PF10595
6973,Q3I5F7,PF08840
6974,Q3KNV8,PF16207
6975,Q3KNV8,PF13923
6976,Q3KNW5,PF01758
6977,Q3KRB8,PF00620
6978,Q3LIE5,PF00149
6979,Q3LXA3,PF02734
6980,Q3LXA3,PF02733
6981,Q3MII6,PF00566
6982,Q3MJ62,PF02023
6983,Q3MJ62,PF00096
6984,Q3MUY2,PF15159
6985,Q3SX64,PF07004
6986,Q3SXY8,PF00025
6987,Q3SY84,PF00038
6988,Q3SY84,PF16208
6989,Q3SYC2,PF03982
6990,Q3YBR2,PF05964
6991,Q3YBR2,PF05965
6992,Q3ZAQ7,PF09446
6993,Q3ZCM7,PF00091
6994,Q3ZCM7,PF03953
6995,Q3ZCQ8,PF03031
6996,Q3ZCT1,PF13912
6997,Q3ZCT1,PF00096
6998,Q3ZCW2,PF00337
6999,Q401N2,PF02931
7000,Q495A1,PF07686
7001,Q495M3,PF01490
7002,Q495W5,PF00852
7003,Q495W5,PF17039
7004,Q496F6,PF07686
7005,Q49A26,PF00855
7006,Q49A26,PF14833
7007,Q49A26,PF03446
7008,Q49AN0,PF03441
7009,Q49AN0,PF00875
7010,Q49B96,PF06747
7011,Q49MI3,PF19280
7012,Q49MI3,PF00781
7013,Q4G0J3,PF00076
7014,Q4G0J3,PF05383
7015,Q4G0J3,PF08777
7016,Q4G0N4,PF01513
7017,Q4G148,PF01501
7018,Q4G176,PF13193
7019,Q4G176,PF00501
7020,Q4KMG9,PF14979
7021,Q4U2R6,PF10244
7022,Q4U2R8,PF00083
7023,Q4V9L6,PF15724
7024,Q4VXU2,PF00076
7025,Q4VXU2,PF00658
7026,Q4ZJI4,PF00999
7027,Q502W7,PF13863
7028,Q504Y0,PF18292
7029,Q504Y0,PF02535
7030,Q504Y2,PF12260
7031,Q52LA3,PF10044
7032,Q52LJ0,PF10239
7033,Q52MB2,PF15726
7034,Q53EL6,PF02847
7035,Q53ET0,PF12884
7036,Q53ET0,PF12885
7037,Q53ET0,PF12886
7038,Q53EU6,PF01553
7039,Q53EZ4,PF12180
7040,Q53F19,PF10309
7041,Q53F39,PF00149
7042,Q53FA7,PF00107
7043,Q53FA7,PF08240
7044,Q53FT3,PF05603
7045,Q53FV1,PF04061
7046,Q53G44,PF01926
7047,Q53G59,PF01344
7048,Q53G59,PF07707
7049,Q53G59,PF00651
7050,Q53GG5,PF15936
7051,Q53GG5,PF00412
7052,Q53GG5,PF00595
7053,Q53GI3,PF01352
7054,Q53GI3,PF02023
7055,Q53GI3,PF00096
7056,Q53GQ0,PF00106
7057,Q53GS7,PF07817
7058,Q53GS9,PF02148
7059,Q53GS9,PF00443
7060,Q53GT1,PF01344
7061,Q53GT1,PF13415
7062,Q53GT1,PF07707
7063,Q53GT1,PF00651
7064,Q53GT1,PF13964
7065,Q53H12,PF19712
7066,Q53H12,PF00781
7067,Q53H47,PF00856
7068,Q53H47,PF05033
7069,Q53H47,PF17906
7070,Q53H47,PF01359
7071,Q53H76,PF00151
7072,Q53H82,PF17778
7073,Q53H82,PF00753
7074,Q53H96,PF03807
7075,Q53H96,PF14748
7076,Q53HC0,PF14916
7077,Q53HL2,PF10444
7078,Q53HL2,PF10512
7079,Q53QZ3,PF00620
7080,Q53QZ3,PF00169
7081,Q53RD9,PF00008
7082,Q53RD9,PF07645
7083,Q53RD9,PF00084
7084,Q53T59,PF00787
7085,Q53T94,PF11781
7086,Q53TN4,PF03188
7087,Q562R1,PF00022
7088,Q567V2,PF04117
7089,Q569K4,PF12874
7090,Q56NI9,PF13878
7091,Q56NI9,PF13880
7092,Q56P03,PF10238
7093,Q56P42,PF02758
7094,Q56UQ5,PF00838
7095,Q58FF7,PF02518
7096,Q58FF7,PF00183
7097,Q58FF8,PF02518
7098,Q58FF8,PF00183
7099,Q58HT5,PF03982
7100,Q5BJF2,PF05241
7101,Q5BKZ1,PF04988
7102,Q5D1E8,PF18561
7103,Q5D1E8,PF11977
7104,Q5D1E8,PF18039
7105,Q5DX21,PF13927
7106,Q5DX21,PF07686
7107,Q5EB52,PF00561
7108,Q5EBL4,PF09744
7109,Q5EBL4,PF11461
7110,Q5EBL8,PF00595
7111,Q5EBM0,PF02223
7112,Q5EE01,PF15510
7113,Q5FBB7,PF07558
7114,Q5FBB7,PF07557
7115,Q5FVE4,PF00501
7116,Q5FYA8,PF00884
7117,Q5FYA8,PF14707
7118,Q5FYB0,PF00884
7119,Q5FYB1,PF00884
7120,Q5GJ75,PF05527
7121,Q5H943,PF15204
7122,Q5H9I0,PF08781
7123,Q5H9I0,PF02319
7124,Q5H9J7,PF04538
7125,Q5H9S7,PF15802
7126,Q5HY98,PF01352
7127,Q5HY98,PF00096
7128,Q5HYJ3,PF16046
7129,Q5J8M3,PF06417
7130,Q5JPH6,PF19269
7131,Q5JPH6,PF00749
7132,Q5JQF8,PF00076
7133,Q5JQS5,PF13853
7134,Q5JR98,PF03645
7135,Q5JRS4,PF13853
7136,Q5JS37,PF01436
7137,Q5JT25,PF00071
7138,Q5JTJ3,PF02297
7139,Q5JTV8,PF05609
7140,Q5JTW2,PF13516
7141,Q5JU69,PF06309
7142,Q5JVG8,PF01352
7143,Q5JVG8,PF13912
7144,Q5JVG8,PF00096
7145,Q5JVL4,PF06565
7146,Q5JVS0,PF04774
7147,Q5JVS0,PF16174
7148,Q5JX69,PF15206
7149,Q5JX71,PF15206
7150,Q5JXB2,PF00179
7151,Q5MJ70,PF11357
7152,Q5PRF9,PF00536
7153,Q5QGT7,PF13695
7154,Q5QJU3,PF05875
7155,Q5QNW6,PF00125
7156,Q5QP82,PF00400
7157,Q5RI15,PF12597
7158,Q5RKV6,PF01138
7159,Q5SGD2,PF00481
7160,Q5SQI0,PF05301
7161,Q5SRI9,PF16317
7162,Q5SSG8,PF14654
7163,Q5SSG8,PF05647
7164,Q5SSJ5,PF00538
7165,Q5SW96,PF14719
7166,Q5SYC1,PF00650
7167,Q5SYC1,PF03765
7168,Q5SZQ8,PF00076
7169,Q5T0D9,PF12456
7170,Q5T0J7,PF15079
7171,Q5T0N5,PF00611
7172,Q5T0N5,PF00018
7173,Q5T0T0,PF12906
7174,Q5T160,PF00750
7175,Q5T160,PF05746
7176,Q5T1C6,PF03061
7177,Q5T1V6,PF00270
7178,Q5T1V6,PF00271
7179,Q5T1V6,PF04438
7180,Q5T230,PF13837
7181,Q5T2R2,PF00348
7182,Q5T2T1,PF00625
7183,Q5T2T1,PF02828
7184,Q5T2T1,PF00018
7185,Q5T2T1,PF00595
7186,Q5T2W1,PF17820
7187,Q5T2W1,PF00595
7188,Q5T4F4,PF01363
7189,Q5T4F7,PF01759
7190,Q5T4F7,PF01392
7191,Q5T4W7,PF00019
7192,Q5T653,PF03947
7193,Q5T653,PF00181
7194,Q5T6S3,PF18104
7195,Q5T6S3,PF14061
7196,Q5T6S3,PF00628
7197,Q5T752,PF14672
7198,Q5T7V8,PF04949
7199,Q5T8D3,PF00887
7200,Q5T9C9,PF01504
7201,Q5T9G4,PF04826
7202,Q5T9L3,PF06664
7203,Q5TA31,PF15227
7204,Q5TA45,PF10996
7205,Q5TA45,PF16661
7206,Q5TA45,PF07521
7207,Q5TA50,PF08718
7208,Q5TA89,PF07527
7209,Q5TA89,PF00010
7210,Q5TAQ9,PF00400
7211,Q5TBB1,PF17745
7212,Q5TBB1,PF09468
7213,Q5TDH0,PF00240
7214,Q5TDH0,PF09668
7215,Q5TEU4,PF08241
7216,Q5TG30,PF00620
7217,Q5TGZ0,PF04418
7218,Q5TID7,PF13904
7219,Q5TKA1,PF06584
7220,Q5TKA1,PF19438
7221,Q5TYM5,PF14976
7222,Q5TZ20,PF13853
7223,Q5U623,PF16794
7224,Q5U623,PF16788
7225,Q5VIR6,PF04100
7226,Q5VSP4,PF00061
7227,Q5VST6,PF00326
7228,Q5VT79,PF00191
7229,Q5VTD9,PF00096
7230,Q5VTE0,PF00009
7231,Q5VTE0,PF03144
7232,Q5VTE0,PF03143
7233,Q5VTE6,PF19339
7234,Q5VTE6,PF03372
7235,Q5VTU8,PF04627
7236,Q5VTY9,PF03062
7237,Q5VU57,PF00246
7238,Q5VU57,PF18027
7239,Q5VV42,PF00919
7240,Q5VV42,PF01938
7241,Q5VV42,PF04055
7242,Q5VW32,PF03097
7243,Q5VWC8,PF04387
7244,Q5VWX1,PF16274
7245,Q5VWX1,PF16568
7246,Q5VWX1,PF00013
7247,Q5VWZ2,PF02230
7248,Q5VXI9,PF04083
7249,Q5VXJ0,PF04083
7250,Q5VYY2,PF04083
7251,Q5VZM2,PF04670
7252,Q5VZY2,PF01569
7253,Q5W0Z9,PF01529
7254,Q5XKE5,PF00038
7255,Q5XKE5,PF16208
7256,Q5XKL5,PF00651
7257,Q5XKP0,PF15884
7258,Q5XUX0,PF12014
7259,Q5XUX0,PF12937
7260,Q5Y7A7,PF00969
7261,Q5Y7A7,PF07654
7262,Q5ZPR3,PF13927
7263,Q5ZPR3,PF07686
7264,Q63HQ0,PF15745
7265,Q643R3,PF01553
7266,Q658P3,PF01794
7267,Q658P3,PF03807
7268,Q66K66,PF13886
7269,Q66K79,PF00246
7270,Q66K79,PF01392
7271,Q66K79,PF13620
7272,Q66PJ3,PF10500
7273,Q676U5,PF00400
7274,Q676U5,PF08614
7275,Q687X5,PF01794
7276,Q687X5,PF03807
7277,Q68CJ9,PF00170
7278,Q68CK6,PF13193
7279,Q68CK6,PF00501
7280,Q68CP4,PF07786
7281,Q68CQ7,PF01501
7282,Q68CZ6,PF14932
7283,Q68D85,PF07654
7284,Q68D91,PF00753
7285,Q68DH5,PF04791
7286,Q68DK7,PF15275
7287,Q68DK7,PF16801
7288,Q695T7,PF00209
7289,Q69YI7,PF13873
7290,Q6A555,PF00085
7291,Q6AZZ1,PF00643
7292,Q6AZZ1,PF15227
7293,Q6AZZ1,PF00622
7294,Q6AZZ1,PF13765
7295,Q6B0I6,PF02375
7296,Q6B0I6,PF02373
7297,Q6B0K9,PF00042
7298,Q6B8I1,PF00782
7299,Q6BAA4,PF13895
7300,Q6BCY4,PF00175
7301,Q6BCY4,PF00970
7302,Q6BDI9,PF15208
7303,Q6DD88,PF02263
7304,Q6DD88,PF02841
7305,Q6DHV7,PF00962
7306,Q6DKK2,PF13424
7307,Q6DKK2,PF13374
7308,Q6DN72,PF13895
7309,Q6DRA6,PF00125
7310,Q6E213,PF03982
7311,Q6EBC2,PF15209
7312,Q6EIG7,PF00059
7313,Q6EMK4,PF13855
7314,Q6EMK4,PF00008
7315,Q6FHJ7,PF01759
7316,Q6FHJ7,PF01392
7317,Q6FI13,PF16211
7318,Q6FI13,PF00125
7319,Q6FI81,PF05093
7320,Q6FI81,PF08241
7321,Q6GMR7,PF01425
7322,Q6GMV3,PF01981
7323,Q6GPH4,PF18608
7324,Q6GPH6,PF03281
7325,Q6GPI1,PF00089
7326,Q6GTS8,PF01546
7327,Q6GTS8,PF07687
7328,Q6GTX8,PF13895
7329,Q6H8Q1,PF02209
7330,Q6H8Q1,PF00412
7331,Q6H8Q1,PF16182
7332,Q6I9Y2,PF05615
7333,Q6IA17,PF01582
7334,Q6IAA8,PF15454
7335,Q6IAN0,PF00106
7336,Q6IB77,PF06021
7337,Q6IB77,PF08444
7338,Q6IBS0,PF00241
7339,Q6IBW4,PF16869
7340,Q6IBW4,PF16858
7341,Q6IBW4,PF06278
7342,Q6ICB4,PF00169
7343,Q6ICH7,PF05118
7344,Q6IEG0,PF05253
7345,Q6IEU7,PF13853
7346,Q6IEV9,PF13853
7347,Q6IEY1,PF13853
7348,Q6IEZ7,PF13853
7349,Q6IF00,PF13853
7350,Q6IF36,PF13853
7351,Q6IF42,PF13853
7352,Q6IF82,PF13853
7353,Q6IF99,PF13853
7354,Q6IFH4,PF13853
7355,Q6IFN5,PF13853
7356,Q6IPM2,PF00612
7357,Q6IPT4,PF00175
7358,Q6IPT4,PF09791
7359,Q6IPT4,PF00970
7360,Q6IPU0,PF13096
7361,Q6IQ16,PF00917
7362,Q6IQ16,PF00651
7363,Q6IQ19,PF15748
7364,Q6IQ20,PF12706
7365,Q6ISB3,PF04516
7366,Q6ISS4,PF13895
7367,Q6J272,PF10629
7368,Q6J4K2,PF01699
7369,Q6J9G0,PF07714
7370,Q6JBY9,PF15255
7371,Q6JBY9,PF05177
7372,Q6JVE5,PF00061
7373,Q6KB66,PF00038
7374,Q6KCM7,PF13833
7375,Q6KCM7,PF00153
7376,Q6KCM7,PF13499
7377,Q6L9T8,PF14976
7378,Q6MZQ0,PF08539
7379,Q6N075,PF05631
7380,Q6NS38,PF13532
7381,Q6NT55,PF00067
7382,Q6NT76,PF04814
7383,Q6NT76,PF00046
7384,Q6NTF7,PF18771
7385,Q6NUJ1,PF03489
7386,Q6NUJ1,PF02199
7387,Q6NUJ1,PF05184
7388,Q6NUJ5,PF00855
7389,Q6NUK1,PF00153
7390,Q6NUK1,PF13499
7391,Q6NUM9,PF13450
7392,Q6NUN9,PF01352
7393,Q6NUN9,PF13912
7394,Q6NUN9,PF00096
7395,Q6NUQ4,PF10151
7396,Q6NUS6,PF07773
7397,Q6NUS8,PF00201
7398,Q6NUT3,PF13347
7399,Q6NVU6,PF07910
7400,Q6NVY1,PF16113
7401,Q6NXT2,PF00125
7402,Q6NXT4,PF01545
7403,Q6NXT6,PF05346
7404,Q6NYC1,PF02373
7405,Q6NZ36,PF15750
7406,Q6NZ36,PF15751
7407,Q6NZ67,PF12926
7408,Q6NZI2,PF15237
7409,Q6NZY7,PF00786
7410,Q6NZY7,PF14957
7411,Q6P161,PF08561
7412,Q6P1A2,PF03062
7413,Q6P1J9,PF16050
7414,Q6P1J9,PF05179
7415,Q6P1K2,PF03980
7416,Q6P1L8,PF00238
7417,Q6P1M0,PF13193
7418,Q6P1M0,PF00501
7419,Q6P1N9,PF01026
7420,Q6P2C8,PF11571
7421,Q6P2H8,PF05705
7422,Q6P387,PF15032
7423,Q6P4A7,PF03820
7424,Q6P4A8,PF04916
7425,Q6P4F1,PF00852
7426,Q6P4F1,PF17039
7427,Q6P4F2,PF00111
7428,Q6P531,PF01019
7429,Q6P582,PF12926
7430,Q6P587,PF01557
7431,Q6P5S2,PF05612
7432,Q6P5W5,PF18292
7433,Q6P5W5,PF02535
7434,Q6P6C2,PF13532
7435,Q6P988,PF03283
7436,Q6P9B6,PF07534
7437,Q6P9F5,PF13445
7438,Q6P9H5,PF04548
7439,Q6PCB0,PF00092
7440,Q6PCB0,PF00041
7441,Q6PCB7,PF13193
7442,Q6PCB7,PF00501
7443,Q6PCB8,PF00047
7444,Q6PCB8,PF07679
7445,Q6PCT2,PF00646
7446,Q6PCT2,PF02008
7447,Q6PCT2,PF16866
7448,Q6PD74,PF10199
7449,Q6PEW0,PF00089
7450,Q6PEY2,PF00091
7451,Q6PEY2,PF03953
7452,Q6PF18,PF02493
7453,Q6PGN9,PF15259
7454,Q6PGQ7,PF15280
7455,Q6PHR2,PF04212
7456,Q6PHR2,PF00069
7457,Q6PHW0,PF00881
7458,Q6PI25,PF03311
7459,Q6PI26,PF04925
7460,Q6PI48,PF02938
7461,Q6PI48,PF00152
7462,Q6PI48,PF01336
7463,Q6PI77,PF04826
7464,Q6PI78,PF10507
7465,Q6PI98,PF08265
7466,Q6PII3,PF13300
7467,Q6PIL6,PF13833
7468,Q6PIL6,PF13499
7469,Q6PIU1,PF00520
7470,Q6PIU1,PF02214
7471,Q6PIU2,PF07859
7472,Q6PIW4,PF09336
7473,Q6PIW4,PF00004
7474,Q6PIY7,PF03828
7475,Q6PIY7,PF19088
7476,Q6PIZ9,PF15330
7477,Q6PJG9,PF13855
7478,Q6PJG9,PF07679
7479,Q6PJG9,PF00041
7480,Q6PK18,PF13640
7481,Q6PML9,PF01545
7482,Q6PUV4,PF05835
7483,Q6PXP3,PF00083
7484,Q6Q0C0,PF13445
7485,Q6Q0C0,PF00400
7486,Q6Q788,PF01442
7487,Q6QHC5,PF00487
7488,Q6QHC5,PF08557
7489,Q6QHF9,PF01593
7490,Q6QHK4,PF00010
7491,Q6QNY0,PF15753
7492,Q6QNY1,PF10046
7493,Q6R6M4,PF00443
7494,Q6RFH5,PF00400
7495,Q6RFH8,PF00046
7496,Q6RW13,PF06396
7497,Q6SJ96,PF00352
7498,Q6STE5,PF02201
7499,Q6TCH7,PF03006
7500,Q6TDP4,PF01344
7501,Q6TDP4,PF07707
